sep=,
"Time","v_1[1]","v_1[2]","v_1[3]","v_2[1]","v_2[2]","v_2[3]"
 2.5000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.6000000000000E-01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.7000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.8000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 2.9000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.0000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.1000000000000E-01,-1.4089627996560E-14,-1.4089627996560E-14,-1.4089627996560E-14, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.2000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.3000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.4000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.5000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.6000000000000E-01,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.7000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.8000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 3.9000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.0000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.1000000000000E-01, 7.1054273576010E-15, 7.1054273576010E-15, 7.1054273576010E-15, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.2000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.3000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.4000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.5000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.6000000000000E-01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.7000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.8000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 4.9000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.0000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.1000000000000E-01,-7.1054273576010E-15,-7.1054273576010E-15,-7.1054273576010E-15, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.2000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.3000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.4000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.5000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.6000000000000E-01,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.7000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.8000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 5.9000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.0000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.1000000000000E-01,-7.3478807948841E-15,-7.3478807948841E-15,-7.3478807948841E-15, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.2000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.3000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.4000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.5000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.6000000000000E-01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.7000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.8000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 6.9000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.0000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.1000000000000E-01,-2.6954609193974E-14,-2.6954609193974E-14,-2.6954609193974E-14, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.2000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.3000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.4000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.5000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.6000000000000E-01,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.7000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.8000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 7.9000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.0000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.1000000000000E-01, 1.7763568394003E-15, 1.7763568394003E-15, 1.7763568394003E-15, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.2000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.3000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.4000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.5000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.6000000000000E-01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.7000000000000E-01, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.8000000000000E-01, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 8.9000000000000E-01, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.0000000000000E-01, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.1000000000000E-01,-1.5987211554602E-14,-1.5987211554602E-14,-1.5987211554602E-14, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.2000000000000E-01,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.3000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.4000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.5000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.6000000000000E-01,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.7000000000000E-01,-8.0000000000000E+00,-8.0000000000000E+00,-8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.8000000000000E-01,-6.0000000000000E+00,-6.0000000000000E+00,-6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 9.9000000000000E-01,-4.0000000000000E+00,-4.0000000000000E+00,-4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00,-2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0100000000000E+00, 1.4210854715202E-14, 1.4210854715202E-14, 1.4210854715202E-14, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0200000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 2.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0300000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 4.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0400000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 6.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0500000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 8.0000000000000E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0600000000000E+00, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0700000000000E+00, 8.0000000000001E+00, 8.0000000000001E+00, 8.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0800000000000E+00, 6.0000000000001E+00, 6.0000000000001E+00, 6.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.0900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1000000000000E+00, 2.0000000000003E+00, 2.0000000000003E+00, 2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1100000000000E+00, 3.0730973321624E-13, 3.0730973321624E-13, 3.0730973321624E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1200000000000E+00,-1.9999999999997E+00,-1.9999999999997E+00,-1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1300000000000E+00,-3.9999999999998E+00,-3.9999999999998E+00,-3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1400000000000E+00,-5.9999999999999E+00,-5.9999999999999E+00,-5.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1500000000000E+00,-7.9999999999999E+00,-7.9999999999999E+00,-7.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1600000000000E+00,-1.0000000000000E+01,-1.0000000000000E+01,-1.0000000000000E+01, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1700000000000E+00,-8.0000000000001E+00,-8.0000000000001E+00,-8.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1800000000000E+00,-6.0000000000002E+00,-6.0000000000002E+00,-6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.1900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2000000000000E+00,-2.0000000000003E+00,-2.0000000000003E+00,-2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2100000000000E+00,-3.1619151741324E-13,-3.1619151741324E-13,-3.1619151741324E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2400000000000E+00, 5.9999999999998E+00, 5.9999999999998E+00, 5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2500000000000E+00, 7.9999999999999E+00, 7.9999999999999E+00, 7.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2600000000000E+00, 9.9999999999999E+00, 9.9999999999999E+00, 9.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2700000000000E+00, 8.0000000000001E+00, 8.0000000000001E+00, 8.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2800000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.2900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3000000000000E+00, 2.0000000000002E+00, 2.0000000000002E+00, 2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3100000000000E+00, 2.8244073746464E-13, 2.8244073746464E-13, 2.8244073746464E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3200000000000E+00,-1.9999999999998E+00,-1.9999999999998E+00,-1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3300000000000E+00,-3.9999999999998E+00,-3.9999999999998E+00,-3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3400000000000E+00,-5.9999999999998E+00,-5.9999999999998E+00,-5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3500000000000E+00,-7.9999999999999E+00,-7.9999999999999E+00,-7.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3600000000000E+00,-9.9999999999999E+00,-9.9999999999999E+00,-9.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3700000000000E+00,-8.0000000000001E+00,-8.0000000000001E+00,-8.0000000000001E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3800000000000E+00,-6.0000000000002E+00,-6.0000000000002E+00,-6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.3900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4000000000000E+00,-2.0000000000002E+00,-2.0000000000002E+00,-2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4100000000000E+00,-2.4868995751604E-13,-2.4868995751604E-13,-2.4868995751604E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4400000000000E+00, 5.9999999999998E+00, 5.9999999999998E+00, 5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4500000000000E+00, 7.9999999999998E+00, 7.9999999999998E+00, 7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4600000000000E+00, 9.9999999999999E+00, 9.9999999999999E+00, 9.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4700000000000E+00, 8.0000000000002E+00, 8.0000000000002E+00, 8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4800000000000E+00, 6.0000000000002E+00, 6.0000000000002E+00, 6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.4900000000000E+00, 4.0000000000002E+00, 4.0000000000002E+00, 4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5000000000000E+00, 2.0000000000002E+00, 2.0000000000002E+00, 2.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5100000000000E+00, 2.5757174171304E-13, 2.5757174171304E-13, 2.5757174171304E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5200000000000E+00,-1.9999999999998E+00,-1.9999999999998E+00,-1.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5300000000000E+00,-3.9999999999998E+00,-3.9999999999998E+00,-3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5400000000000E+00,-5.9999999999998E+00,-5.9999999999998E+00,-5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5500000000000E+00,-7.9999999999998E+00,-7.9999999999998E+00,-7.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5600000000000E+00,-9.9999999999999E+00,-9.9999999999999E+00,-9.9999999999999E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5700000000000E+00,-8.0000000000002E+00,-8.0000000000002E+00,-8.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5800000000000E+00,-6.0000000000002E+00,-6.0000000000002E+00,-6.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.5900000000000E+00,-4.0000000000002E+00,-4.0000000000002E+00,-4.0000000000002E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6000000000000E+00,-2.0000000000003E+00,-2.0000000000003E+00,-2.0000000000003E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6100000000000E+00,-2.9487523534044E-13,-2.9487523534044E-13,-2.9487523534044E-13, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6200000000000E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.9999999999997E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6300000000000E+00, 3.9999999999998E+00, 3.9999999999998E+00, 3.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
 1.6400000000000E+00, 5.9999999999998E+00, 5.9999999999998E+00, 5.9999999999998E+00, 1.0000000000000E+00, 2.0000000000000E+00, 3.0000000000000E+00
